,Address,BuildingAge,RegDate,Price,SaleableArea,GrossArea,UnitPricePerSaleableArea,UnitPricePerGrossArea,LastHold,GainLoss
3902,NO. 34 3/F 34-34A NGAN HON STREET  ,60,10/5/2018,3.12,337,-,9258,-,2436,108
3903,NO. 37 1/F 37 HUNG FOOK STREET  ,63,10/5/2018,5.05,610,-,8272,-,-,
3904,NO. 42 7/F 42 NGAN HON STREET  ,60,10/5/2018,2.92,336,-,8682,-,6898,414
3905,NO. 14 7/F 14 YING YEUNG STREET  ,61,10/5/2018,3,457,-,6565,-,-,
3906,NO. 2 2/F 2 CHUN TIN STREET  ,65,10/5/2018,3.6,434,-,8297,-,7511,161
3907,NO. 21 7/F 21 HING YAN STREET  ,61,10/5/2018,4.38,480,-,9125,-,-,
3908,NO. 22 6/F 22 NGAN HON STREET  ,62,10/5/2018,4.32,550,-,7847,-,1025,30
3909,NO. 15 5/F 15 HUNG FOOK STREET  ,63,10/5/2018,4.63,610,-,7585,-,-,
3910,NO. 34 7/F 34-34A NGAN HON STREET  ,60,10/5/2018,2.37,260,-,9100,-,2821,119
3911,FLAT H 18/F THE ZUTTEN  ,3,10/5/2018,5.5,260,-,21154,-,825,30
3912,FLAT C 12/F LEE WING BUILDING  ,39,9/5/2018,4.32,266,354,16241,12203,-,
3913,FLAT 3 10/F BLOCK F WEI CHIEN COURT WYLER GARDENS,41,9/5/2018,6.2,419,490,14797,12653,5170,485
3914,NO. 31 2/F 31 HUNG FOOK STREET  ,63,9/5/2018,4.95,610,-,8115,-,-,
3915,FLAT B 11/F PALATIAL STAND  ,19,9/5/2018,4.65,256,441,18164,10544,6279,237
3916,FLAT C 10/F HING WAH BUILDING  ,47,9/5/2018,3,350,-,8571,-,-,
3917,FLAT B 11/F FULL YUET COURT  ,33,9/5/2018,5.18,340,481,15235,10769,2200,119
3918,NO. 25 1/F 25 HUNG FOOK STREET  ,63,9/5/2018,5.05,610,-,8272,-,-,
3919,NO. 6 6/F 6 KAI MING STREET KAI MING MANSION ,57,9/5/2018,4.67,590,-,7910,-,-,
3920,NO. 38 7/F 38-38A NGAN HON STREET  ,60,9/5/2018,2.39,260,-,9181,-,-,
3921,NO. 26 (FLAT B) 3/F 26 NGAN HON STREET  ,62,9/5/2018,2.71,323,-,8393,-,-,
3922,NO. 29 5/F 29 HUNG FOOK STREET  ,63,9/5/2018,4.63,610,-,7585,-,3899,387
3923,NO. 18 7/F 18 KAI MING STREET KAI MING MANSION ,57,9/5/2018,5.72,774,-,7391,-,-,
3924,NO. 4 3/F 4 KAI MING STREET KAI MING MANSION ,57,9/5/2018,6.14,732,-,8391,-,7599,514
3925,FLAT F 2/F BLOCK 4 SUN SHING CENTRE ,33,8/5/2018,4.85,290,392,16724,12372,1515,63
